Travel Mode,Purpose,Public Mode,Vehicle,Month,Unit,Quantity,Day,Month,Year
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,9-Nov-23,Person,"64,562",9,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,9-Nov-23,Person,"5,241",9,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),9-Nov-23,Unit,"731,046",9,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),9-Nov-23,Unit,"881,835",9,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),9-Nov-23,Unit,"1,545,470",9,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),9-Nov-23,Unit,"1,608,834",9,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,9-Nov-23,Person,434,9,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,9-Nov-23,Person,"687,190",9,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),9-Nov-23,Person,"16,250",9,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),9-Nov-23,Person,"442,525",9,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,9-Nov-23,Person,"14,063",9,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,9-Nov-23,Person,"25,597",9,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,9-Nov-23,Person,"21,692",9,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,9-Nov-23,Person,"2,615",9,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,9-Nov-23,Person,"150,557",9,Nov,2023
Rail,Provincial ,Public,Train,9-Nov-23,Person,"66,638",9,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,9-Nov-23,Person,"471,312",9,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,9-Nov-23,Person,"73,934",9,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,9-Nov-23,Person,"38,350",9,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,9-Nov-23,Person,"71,541",9,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,9-Nov-23,Person,"870,026",9,Nov,2023
Rail,Bangkok ,Public,Red Line Train,9-Nov-23,Person,"27,022",9,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,10-Nov-23,Person,"72,120",10,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,10-Nov-23,Person,"6,354",10,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),10-Nov-23,Unit,"822,521",10,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),10-Nov-23,Unit,"971,764",10,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),10-Nov-23,Unit,"1,711,117",10,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),10-Nov-23,Unit,"1,785,774",10,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,10-Nov-23,Person,"1,281",10,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,10-Nov-23,Person,"688,864",10,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),10-Nov-23,Person,"16,250",10,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),10-Nov-23,Person,"470,066",10,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,10-Nov-23,Person,"14,662",10,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,10-Nov-23,Person,"25,601",10,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,10-Nov-23,Person,"21,400",10,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,10-Nov-23,Person,"2,710",10,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,10-Nov-23,Person,"155,964",10,Nov,2023
Rail,Provincial ,Public,Train,10-Nov-23,Person,"78,788",10,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,10-Nov-23,Person,"494,835",10,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,10-Nov-23,Person,"76,428",10,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,10-Nov-23,Person,"42,407",10,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,10-Nov-23,Person,"74,119",10,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,10-Nov-23,Person,"898,364",10,Nov,2023
Rail,Bangkok ,Public,Red Line Train,10-Nov-23,Person,"31,040",10,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,11-Nov-23,Person,"69,950",11,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,11-Nov-23,Person,"6,245",11,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),11-Nov-23,Unit,"829,999",11,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),11-Nov-23,Unit,"976,701",11,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),11-Nov-23,Unit,"1,509,034",11,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),11-Nov-23,Unit,"1,565,122",11,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,11-Nov-23,Person,772,11,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,11-Nov-23,Person,"570,903",11,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),11-Nov-23,Person,"16,250",11,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),11-Nov-23,Person,"394,073",11,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,11-Nov-23,Person,"4,665",11,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,11-Nov-23,Person,"8,991",11,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,11-Nov-23,Person,"21,172",11,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,11-Nov-23,Person,"2,570",11,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,11-Nov-23,Person,"154,847",11,Nov,2023
Rail,Provincial ,Public,Train,11-Nov-23,Person,"75,485",11,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,11-Nov-23,Person,"360,310",11,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,11-Nov-23,Person,"46,972",11,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,11-Nov-23,Person,"34,085",11,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,11-Nov-23,Person,"62,673",11,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,11-Nov-23,Person,"772,645",11,Nov,2023
Rail,Bangkok ,Public,Red Line Train,11-Nov-23,Person,"21,144",11,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,12-Nov-23,Person,"71,282",12,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,12-Nov-23,Person,"6,830",12,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),12-Nov-23,Unit,"838,707",12,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),12-Nov-23,Unit,"940,082",12,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),12-Nov-23,Unit,"1,284,863",12,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),12-Nov-23,Unit,"1,309,834",12,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,12-Nov-23,Person,"1,179",12,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,12-Nov-23,Person,"523,336",12,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),12-Nov-23,Person,"16,500",12,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),12-Nov-23,Person,"355,217",12,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,12-Nov-23,Person,"3,654",12,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,12-Nov-23,Person,"7,499",12,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,12-Nov-23,Person,"20,941",12,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,12-Nov-23,Person,"2,640",12,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,12-Nov-23,Person,"154,859",12,Nov,2023
Rail,Provincial ,Public,Train,12-Nov-23,Person,"73,894",12,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,12-Nov-23,Person,"284,352",12,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,12-Nov-23,Person,"36,993",12,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,12-Nov-23,Person,"28,484",12,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,12-Nov-23,Person,"51,013",12,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,12-Nov-23,Person,"599,544",12,Nov,2023
Rail,Bangkok ,Public,Red Line Train,12-Nov-23,Person,"18,569",12,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,13-Nov-23,Person,"49,892",13,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,13-Nov-23,Person,"6,700",13,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),13-Nov-23,Unit,"760,643",13,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),13-Nov-23,Unit,"912,202",13,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),13-Nov-23,Unit,"1,455,482",13,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),13-Nov-23,Unit,"1,512,997",13,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,13-Nov-23,Person,"1,282",13,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,13-Nov-23,Person,"686,130",13,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),13-Nov-23,Person,"17,500",13,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),13-Nov-23,Person,"451,168",13,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,13-Nov-23,Person,"13,587",13,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,13-Nov-23,Person,"25,273",13,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,13-Nov-23,Person,"21,473",13,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,13-Nov-23,Person,"2,530",13,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,13-Nov-23,Person,"157,325",13,Nov,2023
Rail,Provincial ,Public,Train,13-Nov-23,Person,"69,703",13,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,13-Nov-23,Person,"453,272",13,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,13-Nov-23,Person,"71,515",13,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,13-Nov-23,Person,"36,523",13,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,13-Nov-23,Person,"69,177",13,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,13-Nov-23,Person,"834,948",13,Nov,2023
Rail,Bangkok ,Public,Red Line Train,13-Nov-23,Person,"26,252",13,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,14-Nov-23,Person,"60,344",14,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,14-Nov-23,Person,"6,129",14,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),14-Nov-23,Unit,"731,795",14,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),14-Nov-23,Unit,"878,715",14,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),14-Nov-23,Unit,"1,530,046",14,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),14-Nov-23,Unit,"1,599,928",14,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,14-Nov-23,Person,"1,295",14,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,14-Nov-23,Person,"696,563",14,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),14-Nov-23,Person,"18,250",14,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),14-Nov-23,Person,"457,568",14,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,14-Nov-23,Person,"13,308",14,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,14-Nov-23,Person,"25,543",14,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,14-Nov-23,Person,"21,021",14,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,14-Nov-23,Person,"2,614",14,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,14-Nov-23,Person,"157,269",14,Nov,2023
Rail,Provincial ,Public,Train,14-Nov-23,Person,"64,961",14,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,14-Nov-23,Person,"466,204",14,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,14-Nov-23,Person,"73,839",14,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,14-Nov-23,Person,"36,349",14,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,14-Nov-23,Person,"72,302",14,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,14-Nov-23,Person,"855,704",14,Nov,2023
Rail,Bangkok ,Public,Red Line Train,14-Nov-23,Person,"26,578",14,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,15-Nov-23,Person,"62,371",15,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,15-Nov-23,Person,"6,310",15,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),15-Nov-23,Unit,"730,637",15,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),15-Nov-23,Unit,"879,213",15,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),15-Nov-23,Unit,"1,568,663",15,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),15-Nov-23,Unit,"1,633,967",15,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,15-Nov-23,Person,947,15,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,15-Nov-23,Person,"698,635",15,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),15-Nov-23,Person,"18,250",15,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),15-Nov-23,Person,"458,215",15,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,15-Nov-23,Person,"13,526",15,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,15-Nov-23,Person,"25,618",15,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,15-Nov-23,Person,"20,769",15,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,15-Nov-23,Person,"2,390",15,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,15-Nov-23,Person,"152,999",15,Nov,2023
Rail,Provincial ,Public,Train,15-Nov-23,Person,"64,098",15,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,15-Nov-23,Person,"481,301",15,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,15-Nov-23,Person,"75,541",15,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,15-Nov-23,Person,"37,067",15,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,15-Nov-23,Person,"71,135",15,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,15-Nov-23,Person,"850,191",15,Nov,2023
Rail,Bangkok ,Public,Red Line Train,15-Nov-23,Person,"26,957",15,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,16-Nov-23,Person,"61,390",16,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,16-Nov-23,Person,"6,144",16,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),16-Nov-23,Unit,"731,829",16,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),16-Nov-23,Unit,"879,942",16,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),16-Nov-23,Unit,"1,521,389",16,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),16-Nov-23,Unit,"1,585,269",16,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,16-Nov-23,Person,"1,199",16,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,16-Nov-23,Person,"684,390",16,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),16-Nov-23,Person,"18,500",16,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),16-Nov-23,Person,"460,312",16,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,16-Nov-23,Person,"14,190",16,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,16-Nov-23,Person,"25,589",16,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,16-Nov-23,Person,"21,304",16,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,16-Nov-23,Person,"2,463",16,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,16-Nov-23,Person,"152,740",16,Nov,2023
Rail,Provincial ,Public,Train,16-Nov-23,Person,"64,503",16,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,16-Nov-23,Person,"471,521",16,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,16-Nov-23,Person,"73,929",16,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,16-Nov-23,Person,"39,455",16,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,16-Nov-23,Person,"73,545",16,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,16-Nov-23,Person,"823,349",16,Nov,2023
Rail,Bangkok ,Public,Red Line Train,16-Nov-23,Person,"28,398",16,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,17-Nov-23,Person,"74,477",17,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,17-Nov-23,Person,"6,019",17,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),17-Nov-23,Unit,"819,538",17,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),17-Nov-23,Unit,"972,539",17,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),17-Nov-23,Unit,"1,777,302",17,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),17-Nov-23,Unit,"1,850,870",17,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,17-Nov-23,Person,637,17,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,17-Nov-23,Person,"697,760",17,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),17-Nov-23,Person,"18,750",17,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),17-Nov-23,Person,"462,168",17,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,17-Nov-23,Person,"13,511",17,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,17-Nov-23,Person,"25,629",17,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,17-Nov-23,Person,"21,114",17,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,17-Nov-23,Person,"2,615",17,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,17-Nov-23,Person,"160,527",17,Nov,2023
Rail,Provincial ,Public,Train,17-Nov-23,Person,"77,976",17,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,17-Nov-23,Person,"482,259",17,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,17-Nov-23,Person,"74,785",17,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,17-Nov-23,Person,"39,642",17,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,17-Nov-23,Person,"72,075",17,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,17-Nov-23,Person,"847,195",17,Nov,2023
Rail,Bangkok ,Public,Red Line Train,17-Nov-23,Person,"30,394",17,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,18-Nov-23,Person,"71,647",18,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,18-Nov-23,Person,"4,513",18,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),18-Nov-23,Unit,"832,974",18,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),18-Nov-23,Unit,"979,074",18,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),18-Nov-23,Unit,"1,547,938",18,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),18-Nov-23,Unit,"1,601,975",18,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,18-Nov-23,Person,743,18,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,18-Nov-23,Person,"561,805",18,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),18-Nov-23,Person,"18,000",18,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),18-Nov-23,Person,"379,927",18,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,18-Nov-23,Person,"3,713",18,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,18-Nov-23,Person,"7,598",18,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,18-Nov-23,Person,"20,911",18,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,18-Nov-23,Person,"2,370",18,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,18-Nov-23,Person,"153,071",18,Nov,2023
Rail,Provincial ,Public,Train,18-Nov-23,Person,"69,692",18,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,18-Nov-23,Person,"321,668",18,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,18-Nov-23,Person,"44,735",18,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,18-Nov-23,Person,"31,552",18,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,18-Nov-23,Person,"54,106",18,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,18-Nov-23,Person,"649,270",18,Nov,2023
Rail,Bangkok ,Public,Red Line Train,18-Nov-23,Person,"19,876",18,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,19-Nov-23,Person,"67,450",19,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,19-Nov-23,Person,"6,552",19,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),19-Nov-23,Unit,"836,953",19,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),19-Nov-23,Unit,"938,504",19,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),19-Nov-23,Unit,"1,397,973",19,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),19-Nov-23,Unit,"1,431,824",19,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,19-Nov-23,Person,"1,093",19,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,19-Nov-23,Person,"509,704",19,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),19-Nov-23,Person,"17,500",19,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),19-Nov-23,Person,"340,597",19,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,19-Nov-23,Person,"4,844",19,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,19-Nov-23,Person,"8,777",19,Nov,2023
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,19-Nov-23,Person,"20,956",19,Nov,2023
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,19-Nov-23,Person,"2,508",19,Nov,2023
Waterway,Bangkok ,Public,เรือภูมิภาค,19-Nov-23,Person,"153,464",19,Nov,2023
Rail,Provincial ,Public,Train,19-Nov-23,Person,"73,364",19,Nov,2023
Rail,Bangkok ,Public,Blue Line MRT,19-Nov-23,Person,"247,872",19,Nov,2023
Rail,Bangkok ,Public,Purple Line MRT,19-Nov-23,Person,"35,312",19,Nov,2023
Rail,Bangkok ,Public, Yellow Line MRT,19-Nov-23,Person,"25,322",19,Nov,2023
Rail,Bangkok ,Public,Airport Rail Link,19-Nov-23,Person,"45,840",19,Nov,2023
Rail,Bangkok ,Public,BTS Skytrain,19-Nov-23,Person,"509,132",19,Nov,2023
Rail,Bangkok ,Public,Red Line Train,19-Nov-23,Person,"17,228",19,Nov,2023
Road ,Provincial ,Public,รถ บขส. และ รถร่วม,20-Nov-23,Person,"69,825",20,Nov,2023
Road ,Provincial ,Public,รถหมวด 3,20-Nov-23,Person,"6,974",20,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),20-Nov-23,Unit,"762,105",20,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),20-Nov-23,Unit,"915,164",20,Nov,2023
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),20-Nov-23,Unit,"1,458,951",20,Nov,2023
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),20-Nov-23,Unit,"1,518,967",20,Nov,2023
Road ,Bangkok ,Public,รถหมวด 4,20-Nov-23,Person,"1,059",20,Nov,2023
Road ,Bangkok ,Public,รถเมล์ ขสมก.,20-Nov-23,Person,"698,351",20,Nov,2023
Road ,Bangkok ,Public,รถร่วม (หมวด 1),20-Nov-23,Person,"18,000",20,Nov,2023
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),20-Nov-23,Person,"448,371",20,Nov,2023
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,20-Nov-23,Person,"14,178",20,Nov,2023
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,20-Nov-23,Person,"25,492",20,Nov,2023
